id,branch_name,branch_id,branch_code,email,mobile_number,gstin,agreement_limit,secondary_mobile_number,secondary_email,state,district,city,address_1,address_2,pin_code,latitude,longitude,range,created_by,created_at,updated_by,updated_at,deleted_at,deleted_by,error_reason,row_number
95,Nanded,5000144,MH_BNAN_136,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Nanded,Nanded,1,"Nagai Apartment,2Nd Floor,Hanuman Nagar",431602.0,0.0,0.0,60.0,1,2026-01-13 20:00:20.934146+05:30,,,,0.0,Emp Code Missing | Branch '' not found,95
96,Brahmapuri,5000065,MH_BRH_117,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Chandrapur,Chandrapur,"Near Sai Petrol Pump, Nagbhid Road,","Delanwadi, Bramhapuri (Mh)",441206.0,0.0,0.0,60.0,1,2026-01-13 20:00:21.128484+05:30,,,,0.0,Emp Code Missing | Branch '' not found,96
97,Satara,5000142,MH_BSAT_118,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Satara,Satara,Plot No.93,"2Nd Floor,Saishakti Arcade,Above Hotel Suraj Veg Court,Survey No.19A/20A",415002.0,0.0,0.0,60.0,1,2026-01-13 20:00:21.328515+05:30,,,,0.0,Emp Code Missing | Branch '' not found,97
98,Chandrapur,5000020,MH_CHA_103,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Chandrapur,Chandrapur,R 6,J K Complex,442401.0,0.0,0.0,60.0,1,2026-01-13 20:00:21.526839+05:30,,,,0.0,Emp Code Missing | Branch '' not found,98
99,Gadchiroli,5000048,MH_GAD_111,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Chandrapur,Chandrapur,Shop No- 39,"22,Poreddiwar Complex",442605.0,0.0,0.0,60.0,1,2026-01-13 20:00:21.725849+05:30,,,,0.0,Emp Code Missing | Branch '' not found,99
100,Hingoli,5000091,MH_HIN_139,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Hingoli,Hingoli,H.No.7/36,"Shivaji Nagar, Akola Road",431513.0,0.0,0.0,60.0,1,2026-01-13 20:00:21.928482+05:30,,,,0.0,Emp Code Missing | Branch '' not found,100
101,Karad,5000044,MH_KAR_125,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Satara,Satara,"Office No-2,","Silver Land,",415110.0,0.0,0.0,60.0,1,2026-01-13 20:00:22.119474+05:30,,,,0.0,Emp Code Missing | Branch '' not found,101
102,Kudal,5000052,MH_KUD_128,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Sindhudurg,Sindhudurg,N.P House No 4155,"Dhairsheel Pride, O-3, B- Wing , Ground Floor",416520.0,0.0,0.0,60.0,1,2026-01-13 20:00:22.313002+05:30,,,,0.0,Emp Code Missing | Branch '' not found,102
103,Nagpur,5000027,MH_NAG_101,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Nagpur,Nagpur,Berar House,"Avinisha Tower, Abhyankar Marg, Mehadia Square",440012.0,0.0,0.0,60.0,1,2026-01-13 20:00:22.514205+05:30,,,,0.0,Emp Code Missing | Branch '' not found,103
104,Nandurbar,5000086,MH_NAN_135,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,NANDURBAR,NANDURBAR,Mohiniraj Nagar,Mohiniraj Nagar,425412.0,0.0,0.0,60.0,1,2026-01-13 20:00:22.715572+05:30,,,,0.0,Emp Code Missing | Branch '' not found,104
105,Osmanabad,5000261,MH_OSM_142,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Osmanabad,Osmanabad,"Minakshi Complex,","Modani Building, 2nd Floor,",413501.0,0.0,0.0,60.0,1,2026-01-13 20:00:22.961752+05:30,,,,0.0,Emp Code Missing | Branch '' not found,105
106,Ratnagiri,5000042,MH_RAT_124,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,Ratnagiri,Ratnagiri,"Shop No-103,",Siddhivinayak City Centre,415612.0,0.0,0.0,60.0,1,2026-01-13 20:00:23.158371+05:30,,,,0.0,Emp Code Missing | Branch '' not found,106
107,Wani,5000064,MH_WAN_116,abc@berarfinance.com,9876543210,0,100.0,,,Maharashtra,YAVATMAL,YAVATMAL,Ram Shewalkar Business Park,"Yavatmal Road, Wani (Mh)",445304.0,0.0,0.0,60.0,1,2026-01-13 20:00:23.358391+05:30,,,,0.0,Emp Code Missing | Branch '' not found,107
108,Bhopal,5000095,MP_BHO_503,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Bhopal,Bhopal,G-16,"Ground Floor ,Pink Tower",462001.0,0.0,0.0,60.0,1,2026-01-13 20:00:23.55934+05:30,,,,0.0,Emp Code Missing | Branch '' not found,108
109,Indore,5000147,MP_BIND_501,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Indore,Indore,308,Chetak Center,452001.0,0.0,0.0,60.0,1,2026-01-13 20:00:23.799112+05:30,,,,0.0,Emp Code Missing | Branch '' not found,109
110,Burhanpur,5000123,MP_BUR_516,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,East Nimar,East Nimar,"1St Floor, Saifee Complex, Above Equitas Bank,",Amravati Road,450331.0,0.0,0.0,60.0,1,2026-01-13 20:00:24.057672+05:30,,,,0.0,Emp Code Missing | Branch '' not found,110
111,Chhatarpur,5000322,MP_CHH_518,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Chhatarpur,Chhatarpur,"First Floor, Om Sai Ram Complex","Behind Hotel Regency ,Naugaon Road",471001.0,0.0,0.0,60.0,1,2026-01-13 20:00:24.248356+05:30,,,,0.0,Emp Code Missing | Branch '' not found,111
112,Damoh,5000119,MP_DAM_514,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Damoh,Damoh,Office No-1 & 2,Z Square Tower,470661.0,0.0,0.0,60.0,1,2026-01-13 20:00:24.439672+05:30,,,,0.0,Emp Code Missing | Branch '' not found,112
113,Dewas,5000102,MP_DEW_507,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Dewas,Dewas,7/A,"Ramkrishna Colony, Moti Bunglow",455001.0,0.0,0.0,60.0,1,2026-01-13 20:00:24.630784+05:30,,,,0.0,Emp Code Missing | Branch '' not found,113
114,Dhar,5000348,MP_DHA_520,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Dhar,Dhar,"TVS Square, C-10",Mahajan Hospital Road,454001.0,0.0,0.0,60.0,1,2026-01-13 20:00:24.834604+05:30,,,,0.0,Emp Code Missing | Branch '' not found,114
115,Harda,5000109,MP_HAR_510,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Hoshangabad,Hoshangabad,Indore Road,"In Front Of Honda Showroom,",461661.0,0.0,0.0,60.0,1,2026-01-13 20:00:25.041198+05:30,,,,0.0,Emp Code Missing | Branch '' not found,115
116,Hoshangabad,5000098,MP_HOS_505,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Hoshangabad,Hoshangabad,Rasuliya,"Opp Fauzador Petorl Pump, Hoshangabad",461001.0,0.0,0.0,60.0,1,2026-01-13 20:00:25.249864+05:30,,,,0.0,Emp Code Missing | Branch '' not found,116
117,Katni,5000120,MP_KAT_515,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,KATNI,KATNI,H.No. 709 (New),"13/422 (Old), Jawahar Lal Nehru Ward, Mouja Village Bargawan",483501.0,0.0,0.0,60.0,1,2026-01-13 20:00:25.446262+05:30,,,,0.0,Emp Code Missing | Branch '' not found,117
118,Khandwa,5000527,MP_KHA_524,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Burhanpur,Burhanpur,"Zone 01,",437 Mahtma Gandhi Marg Ward No 30 INDORE ROAD,450001.0,0.0,0.0,60.0,1,2026-01-13 20:00:25.641474+05:30,,,,0.0,Emp Code Missing | Branch '' not found,118
119,Narsinghpur,5000104,MP_NAR_508,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Narsinghpur,Narsinghpur,"Shahid Bhagatsingh Ward, Above Hdfc Bank",0,487001.0,0.0,0.0,60.0,1,2026-01-13 20:00:25.845684+05:30,,,,0.0,Emp Code Missing | Branch '' not found,119
120,Raisen,5000505,MP_RAI_523,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Raisen,Raisen,KHASRA NO .4/12 FIRST FLOOR,M.P.E.B NAGAR COLONY INFRONT OF CENTRAL BANK OF INDIA,464551.0,0.0,0.0,60.0,1,2026-01-13 20:00:26.047698+05:30,,,,0.0,Emp Code Missing | Branch '' not found,120
121,Rewa,5000365,MP_REW_521,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Rewa,Rewa,1st Floor,"Pandit Ramvishal Dubey Complex,",486001.0,0.0,0.0,60.0,1,2026-01-13 20:00:26.24771+05:30,,,,0.0,Emp Code Missing | Branch '' not found,121
122,Sagar,5000117,MP_SAG_513,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Sagar,Sagar,"Dashmesh Tower 1St Floor, Above Au Small Finance Bank","Beside Nitara Suzuki, Bhagwanganj,",470001.0,0.0,0.0,60.0,1,2026-01-13 20:00:26.442475+05:30,,,,0.0,Emp Code Missing | Branch '' not found,122
123,Satna,5000321,MP_SAT_517,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Satna,Satna,"Samar Plaza, Infront of Savera Hotel","Rewa Road, Jeevan Jyoti Colony Road",485001.0,0.0,0.0,60.0,1,2026-01-13 20:00:26.64232+05:30,,,,0.0,Emp Code Missing | Branch '' not found,123
124,Sehore,5000114,MP_SEH_512,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Sehore,Sehore,Shop No 202,"Shri Hariom Tower, Near New Bus Stand",466001.0,0.0,0.0,60.0,1,2026-01-13 20:00:26.83408+05:30,,,,0.0,Emp Code Missing | Branch '' not found,124
125,Shahdol,5000345,MP_SHA_519,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,ANUPPUR,ANUPPUR,Suhane Complex,"Near Sarkar Petrol Pump, Bus Stand",484001.0,0.0,0.0,60.0,1,2026-01-13 20:00:27.043191+05:30,,,,0.0,Emp Code Missing | Branch '' not found,125
126,Sidhi,5000366,MP_SID_522,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Sidhi,Sidhi,"Plot No 76/1-6,","Near Shree Radhakunjam Girls Degree College,",486661.0,0.0,0.0,60.0,1,2026-01-13 20:00:27.25069+05:30,,,,0.0,Emp Code Missing | Branch '' not found,126
127,Vidisha,5000105,MP_VID_509,abc@berarfinance.com,9876543210,0,100.0,,,Madhya Pradesh,Vidisha,Vidisha,Ward No 11,"Gaurav Business Square, 2Nd Floor",464001.0,0.0,0.0,60.0,1,2026-01-13 20:00:27.446981+05:30,,,,0.0,Emp Code Missing | Branch '' not found,127
128,Angul,5000716,OR_ANG_718,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Angul,Angul,"2ND FLOOR, SUBHRA TOWER,","HANUMAN BAZAR, UNIT A, AMALAPADA,",759122.0,0.0,0.0,60.0,1,2026-01-13 20:00:27.661094+05:30,,,,0.0,Emp Code Missing | Branch '' not found,128
129,Bargarh,5000569,OR_BAR_704,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Bargarh,Bargarh,"Plot no. 13351/2679, ward no.19,","Baramchri, Near Rukhmani Talkies,",768028.0,0.0,0.0,60.0,1,2026-01-13 20:00:27.858112+05:30,,,,0.0,Emp Code Missing | Branch '' not found,129
130,Baripada,5000765,OR_BAR_721,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Mayurbhanj,Mayurbhanj,"PLOT NO 321, ACHARYA BHAWAN, WARD NO 23,","1ST FLOOR, OPP ASTHA COACHING CENTRE,",757001.0,0.0,0.0,60.0,1,2026-01-13 20:00:28.049043+05:30,,,,0.0,Emp Code Missing | Branch '' not found,130
131,Balangir,5000566,OR_BBAL_701,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Balangir,Balangir,"Plot no. 880/4292, 2 nd Floor,","Baraipali, Sadar,",767001.0,0.0,0.0,60.0,1,2026-01-13 20:00:28.312427+05:30,,,,0.0,Emp Code Missing | Branch '' not found,131
132,Berhampur,5000646,OR_BER_709,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Kalahandi,Kalahandi,Plot No. 176/1424,"At Aska Road, Berhampur Municipal Corporation Ward No. 15, A",766002.0,0.0,0.0,60.0,1,2026-01-13 20:00:28.516454+05:30,,,,0.0,Emp Code Missing | Branch '' not found,132
133,Bhawanipatna,5000645,OR_BHA_708,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Kalahandi,Kalahandi,"Near Petrol Pump, kesinga Road,",A/P-Paramanandapur,766001.0,0.0,0.0,60.0,1,2026-01-13 20:00:28.714377+05:30,,,,0.0,Emp Code Missing | Branch '' not found,133
134,Bhanjanagar,5000685,OR_BHA_713,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Ganjam,Ganjam,"1ST Floor, Baunsalundi, Bhanjanagar by pass road,","Beside TATA AIA Office,",761133.0,0.0,0.0,60.0,1,2026-01-13 20:00:28.912189+05:30,,,,0.0,Emp Code Missing | Branch '' not found,134
135,Bhubaneswar,5000717,OR_BHU_719,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,KHORDA,KHORDA,"PLOT NO. 30 & 30/982 AND PLOT NO 32, 5TH FLOOR OF THE BUILDING,","UNIT NO 504, SABAK MOUZA KOLARPUT,",751010.0,0.0,0.0,60.0,1,2026-01-13 20:00:29.122757+05:30,,,,0.0,Emp Code Missing | Branch '' not found,135
136,Dhenkanal,5000715,OR_DHE_717,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Dhenkanal,Dhenkanal,"BADASATHIBATIA, DAKHINAKALI BY PASS,","DHENKAMNAL, ODISHA- 759001",759001.0,0.0,0.0,60.0,1,2026-01-13 20:00:29.328134+05:30,,,,0.0,Emp Code Missing | Branch '' not found,136
137,Jagatsinghpur,5000714,OR_JAG_716,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,JAGATSINGHAPUR,JAGATSINGHAPUR,"HARAMANI MARKET COMPLEX, PLOT NO 17,","KHATA NUM 434, JAYABADA, JAGATSINGHPUR,",754103.0,0.0,0.0,60.0,1,2026-01-13 20:00:29.526951+05:30,,,,0.0,Emp Code Missing | Branch '' not found,137
138,Jajpur,5000751,OR_JAJ_720,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,JAJAPUR,JAJAPUR,"FIRST FLOOR, UNIT NO 06,","DALA CHOWK, JAJPUR ROAD, VYASNAGAR,",755019.0,0.0,0.0,60.0,1,2026-01-13 20:00:29.709703+05:30,,,,0.0,Emp Code Missing | Branch '' not found,138
139,Jeypore,5000568,OR_JEY_703,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Koraput,Koraput,"Plot no. 934/12932/15356,","Kellan Nagar, Opp. Govt. Boys School,",764001.0,0.0,0.0,60.0,1,2026-01-13 20:00:29.910274+05:30,,,,0.0,Emp Code Missing | Branch '' not found,139
140,Nabarangpur,5000647,OR_NAB_710,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Rayagada,Rayagada,Plot No. 2748/11243,"Shivashankar complex, Near Ram Mandir,",764059.0,0.0,0.0,60.0,1,2026-01-13 20:00:30.110353+05:30,,,,0.0,Emp Code Missing | Branch '' not found,140
141,Nayagarh,5000666,OR_NAY_712,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Nayagarh,Nayagarh,Durgaprasad Main Road,Near TVS showroom,752069.0,0.0,0.0,60.0,1,2026-01-13 20:00:30.310507+05:30,,,,0.0,Emp Code Missing | Branch '' not found,141
142,Paralakhemundi,5000686,OR_PAR_714,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Gajapati,Gajapati,"Rani Peta Main Road ,in front of Maruti Suzuki Showroom,","Paralakhemundi, Dist. Gajapati",761200.0,0.0,0.0,60.0,1,2026-01-13 20:00:30.509057+05:30,,,,0.0,Emp Code Missing | Branch '' not found,142
143,Phulbani,5000713,OR_PHU_715,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,KANDHAMAL,KANDHAMAL,"1ST FLOOR, BELOW UCO BANK,","ANNAPURNA MARKET, HATAPADA,",762001.0,0.0,0.0,60.0,1,2026-01-13 20:00:30.699787+05:30,,,,0.0,Emp Code Missing | Branch '' not found,143
144,Rajkhariar,5000570,OR_RAJ_705,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Kalahandi,Kalahandi,Plot no- 418,Beside Shyam Honda Tah- Raj Khariar,766107.0,0.0,0.0,60.0,1,2026-01-13 20:00:30.892955+05:30,,,,0.0,Emp Code Missing | Branch '' not found,144
145,Rayagada,5000665,OR_RAY_711,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Rayagada,Rayagada,"Hanuman Complex 3rd floor,House no - 10/755,","College Road,Near Railway Station",765001.0,0.0,0.0,60.0,1,2026-01-13 20:00:31.103217+05:30,,,,0.0,Emp Code Missing | Branch '' not found,145
146,Sambalpur,5000567,OR_SAM_702,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,Sambalpur,Sambalpur,"Plot no. 880/4292, 2 nd Floor,","Baraipali, Sadar,",768006.0,0.0,0.0,60.0,1,2026-01-13 20:00:31.31064+05:30,,,,0.0,Emp Code Missing | Branch '' not found,146
147,Sonepur,5000571,OR_SON_706,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,SONAPUR,SONAPUR,"Plot no- 2307/3454, 2nd Floor,","In front of Geetanjali Jweller, Balangir Road,",767017.0,0.0,0.0,60.0,1,2026-01-13 20:00:31.516758+05:30,,,,0.0,Emp Code Missing | Branch '' not found,147
148,Sundargarh,5000605,OR_SUN_707,abc@berarfinance.com,9876543210,0,100.0,,,Odisha,SUNDERGARH,SUNDERGARH,"Plot no.2122/5342,","Patel Complex, Bad Patrapali Chowk,",770001.0,0.0,0.0,60.0,1,2026-01-13 20:00:31.708732+05:30,,,,0.0,Emp Code Missing | Branch '' not found,148
149,Adilabad,5000054,TS_ADI_602,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Adilabad,Adilabad,Plot No.55,"Door No.12-27, Dasnapur,G.P. Mavala",504001.0,0.0,0.0,60.0,1,2026-01-13 20:00:31.901432+05:30,,,,0.0,Emp Code Missing | Branch '' not found,149
150,Karimnagar,5000148,TS_BKAR_601,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Karim Nagar,Karim Nagar,"H.NO: 8-7-3 23/A,","FIRST FLOOR, Opposite Sasya Hyundai Showroom,",505001.0,0.0,0.0,60.0,1,2026-01-13 20:00:32.10325+05:30,,,,0.0,Emp Code Missing | Branch '' not found,150
151,Jagtial,5000077,TS_JAG_610,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Karim Nagar,Karim Nagar,H.No. 1-5-203/2,"1St Floor,",505327.0,0.0,0.0,60.0,1,2026-01-13 20:00:32.302287+05:30,,,,0.0,Emp Code Missing | Branch '' not found,151
152,Jangaon,5000090,TS_JAN_615,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Warangal,Warangal,H.No 2-8-1/J,"Srinagar Colony, Hyderabad Road",506167.0,0.0,0.0,60.0,1,2026-01-13 20:00:32.566612+05:30,,,,0.0,Emp Code Missing | Branch '' not found,152
153,Kamareddy,5000071,TS_KAM_607,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Nizamabad,Nizamabad,H.No.5-2-186,"2Nd Floor,Opp Sbi",503111.0,0.0,0.0,60.0,1,2026-01-13 20:00:32.75037+05:30,,,,0.0,Emp Code Missing | Branch '' not found,153
154,Khammam,5000075,TS_KHA_609,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Khammam,Khammam,H.No. 15-9-33,"Kaviraj Nagar, 1St Floor",507002.0,0.0,0.0,60.0,1,2026-01-13 20:00:32.94021+05:30,,,,0.0,Emp Code Missing | Branch '' not found,154
155,Kothagudem,5000079,TS_KOT_611,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Khammam,Khammam,H.No-9-45,"1St Floor, Opp Agriculture Market , Prashanthi Nagar,",507101.0,0.0,0.0,60.0,1,2026-01-13 20:00:33.142595+05:30,,,,0.0,Emp Code Missing | Branch '' not found,155
156,Mahabubnagar,5000347,TS_MAH_617,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Mahabub Nagar,Mahabub Nagar,"2ND Floor, Srinivasa Colony","Hyderabad, Opp sri Rama TVS",509001.0,0.0,0.0,60.0,1,2026-01-13 20:00:33.360959+05:30,,,,0.0,Emp Code Missing | Branch '' not found,156
157,Mahabubabad,5000705,TS_MAH_619,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Warangal,Warangal,"SR NO 588, 1ST FLOOR, RTC BUS STAND,","KESAMUDRAM ROAD,",506101.0,0.0,0.0,60.0,1,2026-01-13 20:00:33.643338+05:30,,,,0.0,Emp Code Missing | Branch '' not found,157
158,Mancherial,5000062,TS_MAN_605,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Adilabad,Adilabad,Portion No.2,"Bellampelly Road,Mancherial",504208.0,0.0,0.0,60.0,1,2026-01-13 20:00:33.837121+05:30,,,,0.0,Emp Code Missing | Branch '' not found,158
159,Miriyalaguda,5000084,TS_MIR_613,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Nalgonda,Nalgonda,"House No.: 19-391 ,","Third Floor, Near SBI ATM, Pydimarri Towers, Reddy Colony ,",508207.0,0.0,0.0,60.0,1,2026-01-13 20:00:34.02685+05:30,,,,0.0,Emp Code Missing | Branch '' not found,159
160,Nalgonda,5000088,TS_NAL_614,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Nalgonda,Nalgonda,Shop No 18 & 19,"First Floor, Near Thirumala Theatre",508001.0,0.0,0.0,60.0,1,2026-01-13 20:00:34.226693+05:30,,,,0.0,Emp Code Missing | Branch '' not found,160
161,Nirmal,5000073,TS_NIR_608,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Adilabad,Adilabad,D.No.1-2-28/3E-1,"Natrajnagar , J.R Complex",504106.0,0.0,0.0,60.0,1,2026-01-13 20:00:34.425093+05:30,,,,0.0,Emp Code Missing | Branch '' not found,161
162,Nizamabad,5000056,TS_NIZ_603,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Nizamabad,Nizamabad,H.No.1/1/275,"Hyderabad Road,Vinayak Nagar",503003.0,0.0,0.0,60.0,1,2026-01-13 20:00:34.618571+05:30,,,,0.0,Emp Code Missing | Branch '' not found,162
163,Sangareddy,5000066,TS_SAN_606,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Medak,Medak,"Shop No 18,19","Roshni Complex,",502295.0,0.0,0.0,60.0,1,2026-01-13 20:00:34.81578+05:30,,,,0.0,Emp Code Missing | Branch '' not found,163
164,Siddipeth,5000082,TS_SID_612,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Medak,Medak,"House No. :18-76, Ground Floor ,","Next to John Deere showroom, Housing Board Colony",502103.0,0.0,0.0,60.0,1,2026-01-13 20:00:35.014271+05:30,,,,0.0,Emp Code Missing | Branch '' not found,164
165,Suryapet,5000320,TS_SUR_616,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Nalgonda,Nalgonda,H.No 1-6-141/34/A,MANNA CHURCH SURYAPET KHAMMAM ROAD,508213.0,0.0,0.0,60.0,1,2026-01-13 20:00:35.211171+05:30,,,,0.0,Emp Code Missing | Branch '' not found,165
166,Warangal,5000058,TS_WAR_604,abc@berarfinance.com,9876543210,0,100.0,,,Telangana,Warangal,Warangal,"Warangal City Center, 2Nd Floor,Mulgu Road","Industrial Estate, Opp.Sri.Sri.Auto(Hero),Warangal",506002.0,0.0,0.0,60.0,1,2026-01-13 20:00:35.403433+05:30,,,,0.0,Emp Code Missing | Branch '' not found,166
167,Keonjhar,Demo789,OR_BAR_722,abc@berarfinance.com,9876543210,0,100.0,,,na,na,na,na,na,444444.0,0.0,0.0,60.0,1,2026-01-13 20:00:36.182742+05:30,,,,0.0,Emp Code Missing | Branch '' not found,167
168,Nandyal,5000750,AP_NAN_808,abc@berarfinance.com,9876543210,0,100.0,,,Andhra Pradesh,Kurnool,Kurnool,"HOUSE NO 25-695-10-1B, FIRST FLOOR,","SRINIVASA NAGAR, REVENUE WARD NO 25, TTD ROAD,",518501.0,0.0,0.0,60.0,1,2026-01-13 20:00:36.463814+05:30,,,,0.0,Emp Code Missing | Branch '' not found,168
169,Saraikela,Demo123,DEMO123,abc@berarfinance.com,9876543210,0,100.0,,,,,,,,123456.0,0.0,0.0,60.0,1,2026-01-13 20:00:36.960577+05:30,,,,0.0,Emp Code Missing | Branch '' not found,169
170,Chandikhol,DEMO456,DEMO456,abc@berarfinance.com,9876543210,0,100.0,,,,,,,,123456.0,0.0,0.0,60.0,1,2026-01-13 20:00:37.163878+05:30,,,,0.0,Emp Code Missing | Branch '' not found,170
171,Bagalkot,5000526,KA_BAG_407,abc@berarfinance.com,9876543210,0,100.0,,,Karnataka,Bagalkot,Bagalkot,First floor,"Shop No FF66, Block G",587101.0,0.0,0.0,60.0,1,2026-01-13 20:02:14.14274+05:30,,,,0.0,Emp Code Missing | Branch '' not found,171
172,Eluru,DEM88,DEMO4572,abc1@berarfinance.com,4545454545,0,100.0,1212121212.0,abc1@berarfinance.com,Karnataka,Bagalkot,Bagalkot,First floor,"Shop No FF66, Block G",587101.0,0.0,0.0,60.0,1,2026-01-14 12:06:18.178778+05:30,,,,0.0,Emp Code Missing | Branch '' not found,172
173,Nellore,DEMO54,DEMO450,abc2@berarfinance.com,1511551515,0,100.0,1511551515.0,abc2@berarfinance.com,,,,,,123456.0,0.0,0.0,60.0,1,2026-01-14 12:06:18.392455+05:30,,,,0.0,Emp Code Missing | Branch '' not found,173
174,Kurnool,DEMO86,DEMO129,abc3@berarfinance.com,9876435550,0,100.0,9876435550.0,abc3@berarfinance.com,,,,,,123456.0,0.0,0.0,60.0,1,2026-01-14 12:06:18.598309+05:30,,,,0.0,Emp Code Missing | Branch '' not found,174
